ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
1.0,1.14955163444e-11,9.70531833272e-16,2.34267205651e-14,6.17026296723e-09,3.27362847941e-09,6.62044710283e-16,1.32325275737e-10,img_01673.jpg
0.34524127841,0.0783690139651,0.0326993726194,0.0203748606145,0.240110829473,0.0564950332046,0.128486126661,0.0982234105468,img_00129.jpg
0.00195810804144,0.00312181492336,0.000807785021607,0.00198138784617,0.98575091362,0.00327352387831,0.000171661595232,0.00293488404714,img_05059.jpg
0.999992370605,2.78936447273e-08,7.19241055602e-11,6.18806839103e-10,5.52118854102e-06,1.92415222955e-06,4.9026466914e-11,1.57382004318e-07,img_04136.jpg
0.99975246191,3.61958018402e-06,2.22755662804e-08,1.31656619828e-07,0.000177290188731,5.66829185118e-05,2.95394482208e-08,9.75745479082e-06,img_05119.jpg
0.999175846577,3.86001702282e-05,2.21668244649e-07,7.73754209149e-07,0.000483259005705,0.000209567777347,5.15826798164e-07,9.12673640414e-05,img_03454.jpg
0.0402006320655,0.605861663818,0.0126628214493,0.00726690143347,0.0344695709646,0.0154499644414,0.00511309830472,0.278975367546,img_05264.jpg
0.997060954571,0.000101594683656,2.66688653028e-06,7.9294659372e-06,0.00164199923165,0.00100431323517,3.9664328142e-06,0.000176463028765,img_05341.jpg
0.153037399054,0.0578927844763,0.0147863728926,0.0135668423027,0.659900605679,0.0332380719483,0.0194501429796,0.0481277965009,img_07191.jpg
0.993845164776,0.000287974340608,9.60960460361e-06,2.00891190616e-05,0.00469081476331,0.000742204952985,1.86556208064e-05,0.000385390478186,img_05572.jpg
0.718283832073,0.0543700493872,0.00487029831856,0.00340310623869,0.0502700731158,0.0279615186155,0.0148725453764,0.12596860528,img_00648.jpg
0.970847427845,0.00283723161556,0.000138268704177,0.000264119182248,0.00803461112082,0.013869991526,0.000320724910125,0.00368766137399,img_04061.jpg
0.000380668556318,0.0267299022526,0.000707368482836,5.35621838935e-05,1.00528313851e-05,0.00115352403373,6.09320341027e-05,0.970903933048,img_01803.jpg
1.0,9.7692643905e-12,7.10912740927e-16,1.73814565849e-14,5.61046409331e-09,2.83700973824e-09,4.64669039974e-16,1.23003121577e-10,img_06547.jpg
0.348227649927,0.0504354052246,0.010984771885,0.0104873012751,0.502670645714,0.0313756689429,0.0155885433778,0.0302299875766,img_07149.jpg
0.999855041504,7.92297100816e-07,3.53942009035e-09,2.61992063599e-08,9.68588574324e-06,0.000132395100081,2.36985431279e-09,2.01000648303e-06,img_05463.jpg
2.35352346336e-13,5.01889516613e-08,2.33073897107e-05,1.57709809656e-08,4.52852748248e-14,1.88760047592e-08,1.36018991209e-11,0.99997651577,img_06137.jpg
0.997800648212,0.000122313838801,2.60509727923e-06,6.38229084871e-06,0.00133358023595,0.00055381184211,4.563415132e-06,0.0001760602172,img_06324.jpg
0.344983637333,0.0783230438828,0.032732412219,0.0203833188862,0.240210920572,0.0565782748163,0.128572970629,0.0982154235244,img_06808.jpg
0.958241522312,0.00290780910291,0.000230122401263,0.000424379861215,0.0188216436654,0.0148063395172,0.000419580552261,0.00414855452254,img_01860.jpg
0.00192578823771,0.0175266303122,0.092093527317,0.0185275524855,0.00209482689388,0.0122888768092,0.00327942380682,0.852263391018,img_01441.jpg
0.973855912685,0.00183771329466,8.30391727504e-05,0.000180900737178,0.00592943141237,0.0151052260771,0.000178373011295,0.00282936845906,img_06734.jpg
0.63867431879,0.0411412864923,0.00631337054074,0.00667215418071,0.22616802156,0.0215728059411,0.022689351812,0.0367686115205,img_05722.jpg
0.157588973641,0.0601423755288,0.0197421852499,0.0174801796675,0.611810624599,0.0408832877874,0.0363840758801,0.0559683293104,img_00894.jpg
0.152167856693,0.0521978624165,0.0229755602777,0.00656622787938,0.0211516227573,0.0811168402433,0.0328526422381,0.630971372128,img_07426.jpg
0.999992609024,8.54484767387e-08,6.45823949874e-11,6.02327077104e-10,5.21337278769e-06,1.84331156561e-06,9.35901356414e-11,2.72817004543e-07,img_02285.jpg
0.971562981606,0.0021983650513,0.000119240161439,0.00022708895267,0.0135550918058,0.00859418325126,0.000257423438597,0.00348555902019,img_03228.jpg
0.999506950378,1.22482861116e-05,1.6863330643e-07,5.80307357723e-07,0.000340660219081,0.000116592149425,2.21189807803e-07,2.26453976211e-05,img_03520.jpg
0.0145056275651,0.0177072994411,0.00531800230965,0.00653052097186,0.926690101624,0.0128125967458,0.00277571473271,0.0136602474377,img_04233.jpg
0.579871118069,0.0478233583272,0.00918975006789,0.00864147115499,0.244459703565,0.026697261259,0.0344597287476,0.0488576292992,img_01771.jpg
0.904739379883,0.00506831984967,0.000420149997808,0.000702142133377,0.0765983536839,0.00603384803981,0.0010531314183,0.00538472039625,img_01505.jpg
0.819281280041,0.0258170478046,0.00262812711298,0.0030156231951,0.0840084776282,0.0259306393564,0.00827433355153,0.0310444273055,img_02636.jpg
0.826546192169,0.0112317735329,0.00108451361302,0.00152021320537,0.132163703442,0.0122979255393,0.00249102944508,0.0126646626741,img_07103.jpg
0.294416755438,0.152846485376,0.0238645859063,0.0138268917799,0.0718974918127,0.0574104078114,0.0761123746634,0.309624940157,img_00964.jpg
0.11758530885,0.0499966219068,0.0296943485737,0.0108065716922,0.036673642695,0.0473107211292,0.0795284062624,0.628404319286,img_05433.jpg
0.49649053812,0.0738695710897,0.0203434173018,0.0173126272857,0.153191685677,0.0881936699152,0.0595905967057,0.091007836163,img_04370.jpg
0.939289569855,0.0030291241128,0.000339358084602,0.000565533176996,0.0408108867705,0.00913150049746,0.000562207249459,0.00627183029428,img_07409.jpg
0.0223190058023,0.686170935631,0.0112485615537,0.00470392312855,0.0251654926687,0.0118771493435,0.00213709590025,0.236377775669,img_04382.jpg
0.282209873199,0.076416619122,0.0421735644341,0.0187435820699,0.136787742376,0.0558712221682,0.15462268889,0.233174696565,img_06318.jpg
0.908770442009,0.00531251914799,0.000353554234607,0.000627988134511,0.0727334320545,0.00500854616985,0.00105427100789,0.00613926816732,img_06559.jpg
0.223426163197,0.248199805617,0.0189944151789,0.0137197971344,0.0567617826164,0.0397810228169,0.0427319556475,0.356385022402,img_05838.jpg
0.342059493065,0.0722853094339,0.0259618982673,0.0197340529412,0.320411980152,0.0506857931614,0.0868123471737,0.0820492058992,img_02076.jpg
0.344983637333,0.0783230438828,0.032732412219,0.0203833188862,0.240210920572,0.0565782748163,0.128572970629,0.0982154235244,img_00590.jpg
6.33793433735e-07,0.000453872809885,0.682262599468,0.000261735316599,5.39930260857e-05,0.000172849540832,6.79066215525e-05,0.316726356745,img_01657.jpg
0.00121607014444,0.954586029053,0.00111533608288,0.000389933760744,0.0070009813644,0.00104240817018,4.71875173389e-05,0.0346020907164,img_05864.jpg
2.43900672103e-06,1.66753779922e-05,4.43285125584e-06,2.99898110825e-05,0.999871253967,4.77620669699e-05,3.80246731879e-08,2.74451085716e-05,img_00763.jpg
0.0183883793652,0.0192625839263,0.00493519194424,0.00678671430796,0.920860171318,0.0127987349406,0.00260457000695,0.0143635841087,img_05276.jpg
1.0,6.61459039939e-16,2.99167539014e-21,6.56180356255e-19,1.61608844796e-12,3.0027355602e-11,4.10502818289e-22,1.37054564136e-14,img_06892.jpg
0.389563709497,0.082287594676,0.0294605325907,0.0210998095572,0.217399939895,0.0432940796018,0.109505198896,0.107389099896,img_05293.jpg
2.58848267549e-05,0.0369042754173,0.00769180292264,0.836097061634,0.000170853236341,0.100305907428,1.45273852468e-05,0.0187896806747,img_02406.jpg
0.751422524452,0.0353859812021,0.00550899468362,0.00585096236318,0.103441603482,0.0418209247291,0.0175194535404,0.0390496365726,img_00575.jpg
0.00290402956307,0.0194125380367,0.327571451664,0.00616919435561,0.00978628732264,0.0107515268028,0.0205726902932,0.602832317352,img_05915.jpg
0.999823510647,6.49738376524e-06,2.81535985636e-08,1.0840302167e-07,8.54543686728e-05,6.66302294121e-05,4.27268531666e-08,1.77222755156e-05,img_06564.jpg
