ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.998104333878,3.54929507012e-05,1.53838826122e-07,5.64375704926e-06,0.00182425766252,6.78514697938e-06,2.68263050884e-07,2.30019995797e-05,img_01673.jpg
0.373416692019,0.0783345624804,0.0556432344019,0.0195974092931,0.087284848094,0.154316991568,0.0800269246101,0.151379331946,img_00129.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_05059.jpg
0.652903437614,0.0316871292889,0.0260925218463,0.00895766727626,0.0775003954768,0.065432459116,0.0229265410453,0.114499799907,img_04136.jpg
0.999977827072,1.32709629952e-07,3.32214325494e-11,1.70396763366e-08,2.1898178602e-05,4.48782211393e-09,1.08202877214e-10,1.19599775417e-07,img_05119.jpg
0.999999880791,2.43109417146e-12,2.91532801709e-19,1.06106963493e-13,1.4649090474e-07,4.08018820011e-15,1.7983584805e-18,1.27359928159e-13,img_03454.jpg
0.000107224601379,0.0278807021677,0.382629007101,3.74603623641e-05,0.00115680939052,0.000252688827459,0.00658440636471,0.58135175705,img_05264.jpg
0.817057907581,0.0177582744509,0.0088252518326,0.0061421925202,0.0467450655997,0.0339230708778,0.00914000812918,0.060408167541,img_05341.jpg
0.438349306583,0.0573085807264,0.0408473275602,0.0159796755761,0.183977723122,0.0838038623333,0.0306426566094,0.149090975523,img_07191.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_05572.jpg
0.999889612198,6.18879312242e-07,3.85542209269e-10,9.28495538233e-08,0.000109450644231,6.94337529694e-08,3.94478893995e-10,2.12602657257e-07,img_00648.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_04061.jpg
4.85982127429e-05,0.0413048379123,0.39387857914,3.9338847273e-05,0.000784470059443,0.000207069388125,0.0123550370336,0.551382064819,img_01803.jpg
0.994605481625,0.000127929873997,1.02319984308e-06,1.88764261111e-05,0.00513252988458,2.83349527308e-05,1.37349411489e-06,8.45363319968e-05,img_06547.jpg
0.993598341942,0.00010666342132,1.51318340613e-06,2.77844319498e-05,0.00609221542254,5.78299659537e-05,2.0908892111e-06,0.000113652691653,img_07149.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_05463.jpg
1.20033780604e-06,0.000967865984421,0.53900718689,7.05066725004e-08,1.78695099748e-05,1.98840598387e-06,0.000166540470673,0.45983722806,img_06137.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_06324.jpg
0.755229890347,0.0237904395908,0.0141977602616,0.00768132926896,0.0585137158632,0.0528631173074,0.0132543053478,0.0744694173336,img_06808.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_01860.jpg
0.110375031829,0.0428843759,0.226306185126,0.00266775349155,0.034457731992,0.0500943548977,0.0338217280805,0.499392837286,img_01441.jpg
0.381795406342,0.0466641522944,0.0868684202433,0.00805328600109,0.0519682355225,0.0743302181363,0.0354184620082,0.314901798964,img_06734.jpg
0.479410678148,0.04325446859,0.0507007502019,0.0169686973095,0.0788886919618,0.141478300095,0.0398459173739,0.149452507496,img_05722.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_00894.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_07426.jpg
0.999996423721,3.92955401551e-09,7.4433792734e-14,4.90644802564e-10,3.54991925633e-06,5.63526586506e-11,4.14643986464e-13,1.15632181608e-09,img_02285.jpg
0.986457288265,0.000988483778201,8.52020675666e-05,0.000219317676965,0.0098572652787,0.00106502883136,3.9551887312e-05,0.00128780899104,img_03228.jpg
0.988832592964,0.000892532290891,6.21132785454e-05,0.000218123677769,0.00693824281916,0.000589980685618,8.77848433447e-05,0.00237857573666,img_03520.jpg
0.000147045619087,2.6648533094e-05,3.21495690514e-07,1.08648364971e-07,0.999810636044,4.2024259983e-07,1.38306418762e-07,1.47149503391e-05,img_04233.jpg
0.945332050323,0.00504046725109,0.000890675059054,0.00154436042067,0.0303649958223,0.00696097826585,0.000709326355718,0.00915723107755,img_01771.jpg
2.09465955692e-08,4.16741885445e-09,4.2798216685e-14,1.78838627934e-12,1.0,4.39053361809e-14,1.94783408559e-14,8.89822798777e-11,img_01505.jpg
0.367911666632,0.0810166522861,0.0556895025074,0.0196823291481,0.0879766494036,0.153607487679,0.0829746797681,0.151141047478,img_02636.jpg
0.990618050098,1.03454376585e-05,5.96110849571e-09,2.71169000143e-07,0.00936632603407,8.93533425028e-08,3.15028958475e-09,4.90807133247e-06,img_07103.jpg
2.24821887969e-05,0.0217624716461,0.390629768372,1.84587552212e-05,0.000461455259938,8.41658984427e-05,0.0097720278427,0.577249228954,img_00964.jpg
0.474437654018,0.0438190214336,0.0525589995086,0.0167785547674,0.0751885846257,0.143518745899,0.0409354008734,0.152763098478,img_05433.jpg
0.999421715736,8.83164375409e-06,2.04544896576e-08,1.93521327674e-06,0.000560045999009,1.21303207834e-06,3.78542743817e-08,6.23737287242e-06,img_04370.jpg
